,N96 [kWh],14 Hangar I [kWh],20 Hangar II [kWh],15 Hangar 3 [kWh],N23 [kWh],N2 [kWh],614 CUTTERMAN'S CLUB/AUTO HOBBY [kWh],N73 [kWh],R2 [kWh],T1 [kWh],576 ESU [kWh],MWD [kWh]
2020-10-03 08:00:00,3.769501604416592,164.98382249238125,78.43440768220088,118.97637015754927,11.039529461353414,120.24989824993324,25.343093919851565,4.503082723659726,13.03924009406833,88.41194139393073,28.788082797412976,18.652950547613273
2020-10-03 09:00:00,3.895227455783033,165.12939918137945,77.61096972351085,119.11158833410877,11.39540623938231,120.52688657282528,25.506300724209513,4.851614720831766,13.230138649939542,88.53316816149436,28.488511345726952,17.998524655097388
2020-10-03 10:00:00,3.6575408441119377,164.88178537213003,77.44603333151822,118.86915473873873,11.046472759817236,120.354610410892,25.236085724862278,4.503082723659726,13.081960012525261,88.29773146293637,27.98922559291691,17.093121456424058
2020-10-03 11:00:00,3.6575408441119377,163.41077085804596,77.00976711012727,118.12683017642709,10.890691990040168,39.37347468523704,12.832426524472885,4.503082723659726,13.124232348028627,88.29773146293637,26.08674513530942,14.960889148097982
2020-10-03 12:00:00,4.007178404380005,165.2314275910146,77.61106657348908,119.21879625635842,11.048272215659434,120.7036976276282,25.585284221218355,4.503082723659726,13.023342628844215,88.64736872681704,18.572872763381053,7.9178476203828945
2020-10-03 13:00:00,3.6575408441119377,164.88178537213003,77.99539800615149,118.86915473873873,11.048293355206958,120.288960655637,25.235583591228117,4.503082723659726,12.699709217484665,86.52579933378327,18.719406489148827,8.006354959354562
2020-10-03 14:00:00,3.6575408441119377,164.88178537213003,77.20411989525849,118.86915473873873,11.383054825989603,120.5678406090197,25.235583591228117,4.8516115075791095,12.653686937054808,77.66613868801775,18.371771557388108,6.992218893469847
2020-10-03 15:00:00,4.00717683672754,165.2314209949387,74.25083084645526,119.21879049592741,10.947857580342509,120.27122553641351,25.585269434031844,4.503082723659726,12.874023832264925,78.0157790716373,18.17760487573976,6.436478724388823
2020-10-03 16:00:00,3.6575408441119377,160.46874182987784,65.29208839249367,116.64218105180399,10.594119509407564,35.958058571740565,12.832426524472885,4.503082723659726,12.474299562242646,77.66613868801775,17.844747707199726,5.6178068644173855
2020-10-03 17:00:00,3.6575408441119377,160.46874182987784,48.964157124236266,116.64218105180399,10.083991065063598,30.98224454094388,12.832426524472885,4.503082723659726,11.183933224818142,77.66613868801775,17.48126525399341,5.067683896748819
